Date,Production_Line,Shift,Production_Volume,Planned_Production,Downtime_Hours,Defect_Count,OEE_Percent,Defect_Rate_Percent,Throughput_Efficiency_Percent
2026-03-29,LINE-C,Morning,914,1224,2.62,31,48.51,3.39,74.67
2026-03-29,LINE-C,Afternoon,890,1045,1.38,40,67.31,4.49,85.17
2026-03-29,LINE-C,Night,1127,1189,1.14,34,78.83,3.02,94.79
2026-03-29,LINE-D,Morning,1133,1083,0.05,44,99.94,3.88,104.62
2026-03-29,LINE-D,Afternoon,1143,1269,2.75,27,57.71,2.36,90.07
2026-03-29,LINE-D,Night,949,1082,2.92,7,55.28,0.74,87.71
2026-03-30,LINE-A,Morning,1074,1200,2.52,49,58.51,4.56,89.5
2026-03-30,LINE-A,Afternoon,1126,1205,2.18,23,66.59,2.04,93.44
2026-03-30,LINE-A,Night,1197,1119,2.11,40,76.12,3.34,106.97
2026-03-30,LINE-B,Morning,1085,1264,0.04,29,83.13,2.67,85.84
2026-03-30,LINE-B,Afternoon,941,1202,0.22,45,72.5,4.78,78.29
2026-03-30,LINE-B,Night,1133,1221,1.8,8,71.4,0.71,92.79
2026-03-30,LINE-C,Morning,1063,1001,2.0,26,77.69,2.45,106.19
2026-03-30,LINE-C,Afternoon,919,1126,1.88,20,61.08,2.18,81.62
2026-03-30,LINE-C,Night,861,1157,1.29,15,61.34,1.74,74.42
2026-03-30,LINE-D,Morning,863,1049,1.72,25,62.71,2.9,82.27
2026-03-30,LINE-D,Afternoon,1124,1275,0.66,48,77.43,4.27,88.16
2026-03-30,LINE-D,Night,1000,1034,2.49,28,64.75,2.8,96.71
2026-03-31,LINE-A,Morning,864,1007,1.55,44,65.65,5.09,85.8
2026-03-31,LINE-A,Afternoon,1131,1075,1.39,19,85.46,1.68,105.21
2026-03-31,LINE-A,Night,1160,1146,2.68,33,65.4,2.84,101.22
2026-03-31,LINE-B,Morning,1031,1020,1.89,24,75.41,2.33,101.08
2026-03-31,LINE-B,Afternoon,956,1178,0.71,11,73.09,1.15,81.15
2026-03-31,LINE-B,Night,1147,1027,0.7,16,100.49,1.39,111.68
2026-03-31,LINE-C,Morning,866,1193,0.81,31,62.91,3.58,72.59
2026-03-31,LINE-C,Afternoon,1160,1256,0.81,42,80.01,3.62,92.36
2026-03-31,LINE-C,Night,1061,1213,0.76,21,77.59,1.98,87.47
2026-03-31,LINE-D,Morning,860,1267,1.81,31,50.63,3.6,67.88
2026-03-31,LINE-D,Afternoon,935,1092,1.42,39,67.49,4.17,85.62
2026-03-31,LINE-D,Night,941,1290,1.34,24,59.18,2.55,72.95
2026-04-01,LINE-A,Morning,1111,1176,1.55,42,73.28,3.78,94.47
2026-04-01,LINE-A,Afternoon,848,1189,2.5,24,47.64,2.83,71.32
2026-04-01,LINE-A,Night,1179,1089,1.39,46,85.96,3.9,108.26
2026-04-01,LINE-B,Morning,1162,1232,1.19,41,77.45,3.53,94.32
2026-04-01,LINE-B,Afternoon,1104,1040,2.45,25,71.98,2.26,106.15
2026-04-01,LINE-B,Night,1106,1058,1.52,45,81.23,4.07,104.54
2026-04-01,LINE-C,Morning,838,1191,2.11,23,50.38,2.74,70.36
2026-04-01,LINE-C,Afternoon,1194,1126,0.82,5,94.77,0.42,106.04
2026-04-01,LINE-C,Night,967,1107,2.19,12,62.65,1.24,87.35
2026-04-01,LINE-D,Morning,908,1267,2.02,37,51.39,4.07,71.67
2026-04-01,LINE-D,Afternoon,1100,1089,2.87,9,64.24,0.82,101.01
2026-04-01,LINE-D,Night,807,1152,1.91,27,51.54,3.35,70.05
2026-04-02,LINE-A,Morning,957,1214,0.12,24,75.7,2.51,78.83
2026-04-02,LINE-A,Afternoon,1137,1145,0.34,34,92.24,2.99,99.3
2026-04-02,LINE-A,Night,960,1126,1.99,41,61.31,4.27,85.26
2026-04-02,LINE-B,Morning,946,1238,1.26,24,62.74,2.54,76.41
2026-04-02,LINE-B,Afternoon,912,1224,1.21,19,61.93,2.08,74.51
2026-04-02,LINE-B,Night,840,1257,2.01,45,47.36,5.36,66.83
2026-04-02,LINE-C,Morning,1001,1265,1.51,13,63.36,1.3,79.13
2026-04-02,LINE-C,Afternoon,1176,1038,2.62,24,74.63,2.04,113.29
2026-04-02,LINE-C,Night,954,1116,2.71,42,54.03,4.4,85.48
2026-04-02,LINE-D,Morning,1186,1295,2.46,45,61.02,3.79,91.58
2026-04-02,LINE-D,Afternoon,1067,1234,1.46,49,67.44,4.59,86.47
2026-04-02,LINE-D,Night,1156,1212,2.42,35,64.51,3.03,95.38
2026-04-03,LINE-A,Morning,1078,1293,2.54,47,54.42,4.36,83.37
2026-04-03,LINE-A,Afternoon,945,1098,0.23,13,82.44,1.38,86.07
2026-04-03,LINE-A,Night,921,1029,1.34,38,71.43,4.13,89.5
2026-04-03,LINE-B,Morning,1087,1194,2.57,19,60.72,1.75,91.04
2026-04-03,LINE-B,Afternoon,840,1062,0.3,15,74.77,1.79,79.1
2026-04-03,LINE-B,Night,847,1159,1.11,40,59.97,4.72,73.08
2026-04-03,LINE-C,Morning,1179,1166,1.54,32,79.43,2.71,101.11
2026-04-03,LINE-C,Afternoon,806,1195,0.13,5,65.95,0.62,67.45
2026-04-03,LINE-C,Night,992,1046,0.46,33,86.41,3.33,94.84
2026-04-03,LINE-D,Morning,1001,1125,1.79,42,66.17,4.2,88.98
2026-04-03,LINE-D,Afternoon,863,1175,0.65,16,66.24,1.85,73.45
2026-04-03,LINE-D,Night,1120,1030,2.06,49,77.2,4.38,108.74
2026-04-04,LINE-A,Morning,1124,1066,2.89,8,66.87,0.71,105.44
2026-04-04,LINE-A,Afternoon,953,1154,0.63,47,72.32,4.93,82.58
2026-04-04,LINE-A,Night,1033,1050,0.07,19,95.72,1.84,98.38
2026-04-04,LINE-B,Morning,1044,1029,0.39,41,92.72,3.93,101.46
2026-04-04,LINE-B,Afternoon,969,1123,0.94,27,74.03,2.79,86.29
2026-04-04,LINE-B,Night,933,1195,2.98,13,48.31,1.39,78.08
2026-04-04,LINE-C,Morning,1168,1284,0.87,21,79.61,1.8,90.97
2026-04-04,LINE-C,Afternoon,908,1223,1.02,8,64.2,0.88,74.24
2026-04-04,LINE-C,Night,868,1164,1.43,17,60.04,1.96,74.57
2026-04-04,LINE-D,Morning,961,1041,2.48,49,60.45,5.1,92.32
2026-04-04,LINE-D,Afternoon,850,1249,0.17,48,62.84,5.65,68.05
2026-04-04,LINE-D,Night,820,1299,2.49,8,43.06,0.98,63.13
2026-04-05,LINE-A,Morning,1184,1091,1.75,39,81.99,3.29,108.52
2026-04-05,LINE-A,Afternoon,1196,1110,2.45,40,72.26,3.34,107.75
2026-04-05,LINE-A,Night,1072,1098,2.64,44,62.73,4.1,97.63
2026-04-05,LINE-B,Morning,1013,1248,2.38,23,55.73,2.27,81.17
2026-04-05,LINE-B,Afternoon,964,1007,0.12,21,92.24,2.18,95.73
2026-04-05,LINE-B,Night,900,1163,2.72,31,49.32,3.44,77.39
2026-04-05,LINE-C,Morning,916,1266,1.06,16,61.67,1.75,72.35
2026-04-05,LINE-C,Afternoon,1045,1148,2.24,43,62.85,4.11,91.03
2026-04-05,LINE-C,Night,804,1183,0.83,16,59.69,1.99,67.96
2026-04-05,LINE-D,Morning,869,1016,2.85,30,53.16,3.45,85.53
2026-04-05,LINE-D,Afternoon,1103,1107,1.45,36,78.93,3.26,99.64
2026-04-05,LINE-D,Night,869,1182,1.13,42,60.09,4.83,73.52
2026-04-06,LINE-A,Morning,874,1215,1.32,31,57.93,3.55,71.93
2026-04-06,LINE-A,Afternoon,1002,1191,1.48,21,67.13,2.1,84.13
2026-04-06,LINE-A,Night,978,1218,1.22,8,67.5,0.82,80.3
2026-04-06,LINE-B,Morning,1190,1162,0.6,13,93.7,1.09,102.41
2026-04-06,LINE-B,Afternoon,1127,1115,0.01,21,99.08,1.86,101.08
2026-04-06,LINE-B,Night,1168,1224,2.68,23,62.2,1.97,95.42
2026-04-06,LINE-C,Morning,862,1293,0.77,9,59.63,1.04,66.67
2026-04-06,LINE-C,Afternoon,812,1188,2.78,20,43.5,2.46,68.35
2026-04-06,LINE-C,Night,913,1021,2.06,47,62.98,5.15,89.42
2026-04-06,LINE-D,Morning,1122,1053,1.58,25,83.6,2.23,106.55
2026-04-06,LINE-D,Afternoon,1003,1193,1.0,39,70.7,3.89,84.07
2026-04-06,LINE-D,Night,983,1285,2.87,39,47.1,3.97,76.5
2026-04-07,LINE-A,Morning,818,1263,2.98,44,38.46,5.38,64.77
2026-04-07,LINE-A,Afternoon,1126,1029,0.04,5,108.4,0.44,109.43
2026-04-07,LINE-A,Night,1091,1024,1.9,19,79.82,1.74,106.54
2026-04-07,LINE-B,Morning,836,1140,2.26,9,52.05,1.08,73.33
2026-04-07,LINE-B,Afternoon,987,1127,2.43,5,60.66,0.51,87.58
2026-04-07,LINE-B,Night,963,1034,1.84,44,68.43,4.57,93.13
2026-04-07,LINE-C,Morning,822,1264,2.17,18,46.36,2.19,65.03
2026-04-07,LINE-C,Afternoon,1183,1259,1.22,42,76.8,3.55,93.96
2026-04-07,LINE-C,Night,874,1071,0.33,17,76.72,1.95,81.61
2026-04-07,LINE-D,Morning,972,1289,0.02,23,73.44,2.37,75.41
2026-04-07,LINE-D,Afternoon,922,1015,2.05,21,66.03,2.28,90.84
2026-04-07,LINE-D,Night,1174,1161,2.38,20,69.83,1.7,101.12
2026-04-08,LINE-A,Morning,1157,1187,0.44,30,89.72,2.59,97.47
2026-04-08,LINE-A,Afternoon,812,1183,0.89,38,58.15,4.68,68.64
2026-04-08,LINE-A,Night,1094,1214,2.79,31,57.03,2.83,90.12
2026-04-08,LINE-B,Morning,917,1220,1.75,43,55.96,4.69,75.16
2026-04-08,LINE-B,Afternoon,1120,1232,0.66,17,82.14,1.52,90.91
2026-04-08,LINE-B,Night,820,1052,1.25,29,63.45,3.54,77.95
2026-04-08,LINE-C,Morning,1013,1030,2.67,27,63.77,2.67,98.35
2026-04-08,LINE-C,Afternoon,831,1073,1.76,12,59.54,1.44,77.45
2026-04-08,LINE-C,Night,853,1051,1.91,18,60.48,2.11,81.16
2026-04-08,LINE-D,Morning,977,1052,2.41,26,63.17,2.66,92.87
2026-04-08,LINE-D,Afternoon,829,1190,0.36,27,64.36,3.26,69.66
2026-04-08,LINE-D,Night,1063,1011,1.49,18,84.12,1.69,105.14
2026-04-09,LINE-A,Morning,1089,1247,1.89,15,65.78,1.38,87.33
2026-04-09,LINE-A,Afternoon,1160,1203,1.21,35,79.38,3.02,96.43
2026-04-09,LINE-A,Night,1040,1153,2.15,26,64.31,2.5,90.2
2026-04-09,LINE-B,Morning,1093,1208,0.19,12,87.35,1.1,90.48
2026-04-09,LINE-B,Afternoon,1189,1156,2.79,5,66.69,0.42,102.85
2026-04-09,LINE-B,Night,906,1146,1.69,38,59.75,4.19,79.06
2026-04-09,LINE-C,Morning,899,1140,1.27,10,65.6,1.11,78.86
2026-04-09,LINE-C,Afternoon,911,1055,2.89,41,52.67,4.5,86.35
2026-04-09,LINE-C,Night,985,1217,1.69,31,61.83,3.15,80.94
2026-04-09,LINE-D,Morning,1016,1119,2.03,27,65.96,2.66,90.8
2026-04-09,LINE-D,Afternoon,1012,1234,2.0,37,59.26,3.66,82.01
2026-04-09,LINE-D,Night,823,1010,2.85,29,50.62,3.52,81.49
2026-04-10,LINE-A,Morning,893,1200,0.32,23,69.6,2.58,74.42
2026-04-10,LINE-A,Afternoon,1010,1139,3.0,21,54.27,2.08,88.67
2026-04-10,LINE-A,Night,900,1027,2.6,39,56.59,4.33,87.63
2026-04-10,LINE-B,Morning,1102,1145,1.9,39,70.79,3.54,96.24
2026-04-10,LINE-B,Afternoon,1035,1012,1.25,17,84.88,1.64,102.27
2026-04-10,LINE-B,Night,899,1030,2.16,13,62.79,1.45,87.28
2026-04-10,LINE-C,Morning,1128,1165,1.42,26,77.8,2.3,96.82
2026-04-10,LINE-C,Afternoon,899,1108,2.26,49,55.05,5.45,81.14
2026-04-10,LINE-C,Night,961,1215,2.79,40,49.36,4.16,79.09
2026-04-10,LINE-D,Morning,1073,1002,0.95,48,90.15,4.47,107.09
2026-04-10,LINE-D,Afternoon,948,1027,2.14,5,67.26,0.53,92.31
2026-04-10,LINE-D,Night,1155,1020,0.86,39,97.65,3.38,113.24
2026-04-11,LINE-A,Morning,812,1048,0.33,14,73.01,1.72,77.48
2026-04-11,LINE-A,Afternoon,852,1043,0.3,14,77.34,1.64,81.69
2026-04-11,LINE-A,Night,845,1012,1.14,28,69.23,3.31,83.5
2026-04-11,LINE-B,Morning,1057,1137,0.09,7,91.31,0.66,92.96
2026-04-11,LINE-B,Afternoon,910,1101,1.59,28,64.18,3.08,82.65
2026-04-11,LINE-B,Night,828,1170,2.63,30,45.78,3.62,70.77
2026-04-11,LINE-C,Morning,1029,1118,2.32,21,64.02,2.04,92.04
2026-04-11,LINE-C,Afternoon,903,1091,2.93,31,50.66,3.43,82.77
2026-04-11,LINE-C,Night,980,1169,2.31,34,57.55,3.47,83.83
2026-04-11,LINE-D,Morning,1032,1161,0.55,11,81.89,1.07,88.89
2026-04-11,LINE-D,Afternoon,1023,1152,2.32,11,62.37,1.08,88.8
2026-04-11,LINE-D,Night,1043,1125,1.71,20,71.49,1.92,92.71
2026-04-12,LINE-A,Morning,842,1134,2.64,13,48.98,1.54,74.25
2026-04-12,LINE-A,Afternoon,959,1263,2.35,29,52.0,3.02,75.93
2026-04-12,LINE-A,Night,844,1213,0.46,44,62.16,5.21,69.58
2026-04-12,LINE-B,Morning,994,1156,0.74,32,75.52,3.22,85.99
2026-04-12,LINE-B,Afternoon,1004,1078,0.18,48,86.69,4.78,93.14
2026-04-12,LINE-B,Night,1017,1003,2.87,13,64.19,1.28,101.4
2026-04-12,LINE-C,Morning,918,1132,1.59,24,63.28,2.61,81.1
2026-04-12,LINE-C,Afternoon,1130,1142,1.68,26,76.37,2.3,98.95
2026-04-12,LINE-C,Night,1032,1016,0.68,48,88.62,4.65,101.57
2026-04-12,LINE-D,Morning,998,1025,2.54,49,63.19,4.91,97.37
2026-04-12,LINE-D,Afternoon,1138,1266,2.94,12,56.26,1.05,89.89
2026-04-12,LINE-D,Night,1159,1067,1.16,32,90.31,2.76,108.62
2026-04-13,LINE-A,Morning,1120,1048,2.84,42,66.35,3.75,106.87
2026-04-13,LINE-A,Afternoon,1015,1187,1.62,35,65.84,3.45,85.51
2026-04-13,LINE-A,Night,973,1241,2.07,9,57.58,0.92,78.4
2026-04-13,LINE-B,Morning,883,1247,0.4,42,64.07,4.76,70.81
2026-04-13,LINE-B,Afternoon,1025,1014,1.06,25,85.55,2.44,101.08
2026-04-13,LINE-B,Night,845,1293,2.79,22,41.45,2.6,65.35
2026-04-13,LINE-C,Morning,877,1201,0.54,35,65.37,3.99,73.02
2026-04-13,LINE-C,Afternoon,1021,1002,0.5,33,92.45,3.23,101.9
2026-04-13,LINE-C,Night,807,1234,2.02,21,47.62,2.6,65.4
2026-04-13,LINE-D,Morning,1039,1049,2.56,32,65.28,3.08,99.05
2026-04-13,LINE-D,Afternoon,869,1168,0.59,39,65.82,4.49,74.4
2026-04-13,LINE-D,Night,1051,1047,1.22,30,82.65,2.85,100.38
2026-04-14,LINE-A,Morning,1131,1138,1.38,22,80.63,1.95,99.38
2026-04-14,LINE-A,Afternoon,818,1153,0.04,48,66.45,5.87,70.95
2026-04-14,LINE-A,Night,1170,1284,2.72,38,58.18,3.25,91.12
2026-04-14,LINE-B,Morning,1072,1106,1.19,20,80.96,1.87,96.93
2026-04-14,LINE-B,Afternoon,1046,1007,0.49,12,96.39,1.15,103.87
2026-04-14,LINE-B,Night,1151,1093,1.92,43,77.04,3.74,105.31
2026-04-14,LINE-C,Morning,880,1186,2.88,26,46.09,2.95,74.2
2026-04-14,LINE-C,Afternoon,892,1085,1.81,41,60.69,4.6,82.21
2026-04-14,LINE-C,Night,873,1035,1.07,32,70.38,3.67,84.35
2026-04-14,LINE-D,Morning,1054,1170,0.14,46,84.65,4.36,90.09
2026-04-14,LINE-D,Afternoon,1051,1054,2.19,31,70.28,2.95,99.72
2026-04-14,LINE-D,Night,1077,1100,0.74,33,86.13,3.06,97.91
2026-04-15,LINE-A,Morning,1163,1140,0.0,40,98.51,3.44,102.02
2026-04-15,LINE-A,Afternoon,1064,1247,2.97,38,51.73,3.57,85.32
2026-04-15,LINE-A,Night,928,1159,1.54,11,63.89,1.19,80.07
2026-04-15,LINE-B,Morning,1040,1116,0.1,39,88.57,3.75,93.19
2026-04-15,LINE-B,Afternoon,912,1090,0.83,21,73.26,2.3,83.67
2026-04-15,LINE-B,Night,1073,1172,0.75,24,81.1,2.24,91.55
2026-04-15,LINE-C,Morning,980,1090,1.25,5,75.48,0.51,89.91
2026-04-15,LINE-C,Afternoon,913,1256,0.57,49,63.89,5.37,72.69
2026-04-15,LINE-C,Night,915,1265,2.52,45,47.11,4.92,72.33
2026-04-15,LINE-D,Morning,904,1192,0.53,38,67.84,4.2,75.84
2026-04-15,LINE-D,Afternoon,1036,1220,1.29,15,70.2,1.45,84.92
2026-04-15,LINE-D,Night,1111,1148,1.55,30,75.92,2.7,96.78
2026-04-16,LINE-A,Morning,1170,1108,1.06,11,90.75,0.94,105.6
2026-04-16,LINE-A,Afternoon,953,1039,1.2,18,76.49,1.89,91.72
2026-04-16,LINE-A,Night,931,1278,1.43,19,58.6,2.04,72.85
2026-04-16,LINE-B,Morning,1041,1115,0.61,12,85.25,1.15,93.36
2026-04-16,LINE-B,Afternoon,840,1146,1.78,32,54.82,3.81,73.3
2026-04-16,LINE-B,Night,1123,1270,2.64,5,58.98,0.45,88.43
2026-04-16,LINE-C,Morning,994,1279,2.48,40,51.47,4.02,77.72
2026-04-16,LINE-C,Afternoon,823,1023,1.96,7,60.22,0.85,80.45
2026-04-16,LINE-C,Night,1089,1180,0.85,27,80.44,2.48,92.29
2026-04-16,LINE-D,Morning,1164,1068,1.18,45,89.32,3.87,108.99
2026-04-16,LINE-D,Afternoon,1112,1248,0.18,10,86.31,0.9,89.1
2026-04-16,LINE-D,Night,1156,1137,0.6,43,90.55,3.72,101.67
2026-04-17,LINE-A,Morning,884,1211,0.69,26,64.75,2.94,73.0
2026-04-17,LINE-A,Afternoon,1102,1037,2.2,40,74.25,3.63,106.27
2026-04-17,LINE-A,Night,1038,1168,2.55,27,58.96,2.6,88.87
2026-04-17,LINE-B,Morning,1113,1029,0.98,29,92.43,2.61,108.16
2026-04-17,LINE-B,Afternoon,911,1205,0.38,40,68.85,4.39,75.6
2026-04-17,LINE-B,Night,838,1015,2.26,25,57.47,2.98,82.56
2026-04-17,LINE-C,Morning,1109,1148,0.45,20,89.53,1.8,96.6
2026-04-17,LINE-C,Afternoon,858,1286,2.26,36,45.86,4.2,66.72
2026-04-17,LINE-C,Night,961,1254,1.55,21,60.43,2.19,76.63
2026-04-17,LINE-D,Morning,938,1009,1.45,21,74.41,2.24,92.96
2026-04-17,LINE-D,Afternoon,1123,1047,0.89,29,92.87,2.58,107.26
2026-04-17,LINE-D,Night,922,1101,2.34,29,57.38,3.15,83.74
2026-04-18,LINE-A,Morning,850,1291,2.92,28,40.43,3.29,65.84
2026-04-18,LINE-A,Afternoon,993,1103,0.54,43,80.32,4.33,90.03
2026-04-18,LINE-A,Night,1178,1197,2.76,27,62.98,2.29,98.41
2026-04-18,LINE-B,Morning,1177,1166,2.55,21,67.54,1.78,100.94
2026-04-18,LINE-B,Afternoon,1050,1168,0.59,17,81.92,1.62,89.9
2026-04-18,LINE-B,Night,869,1261,2.0,7,51.26,0.81,68.91
2026-04-18,LINE-C,Morning,1136,1062,2.29,49,73.06,4.31,106.97
2026-04-18,LINE-C,Afternoon,982,1191,1.49,7,66.62,0.71,82.45
2026-04-18,LINE-C,Night,1070,1099,2.36,8,68.12,0.75,97.36
2026-04-18,LINE-D,Morning,1168,1042,2.52,44,73.89,3.77,112.09
2026-04-18,LINE-D,Afternoon,877,1288,2.91,8,42.92,0.91,68.09
2026-04-18,LINE-D,Night,1015,1167,0.16,5,84.82,0.49,86.98
2026-04-19,LINE-A,Morning,1082,1012,2.88,39,65.97,3.6,106.92
2026-04-19,LINE-A,Afternoon,946,1203,0.68,47,68.38,4.97,78.64
2026-04-19,LINE-A,Night,888,1147,2.03,48,54.65,5.41,77.42
2026-04-19,LINE-B,Morning,950,1001,2.61,41,61.19,4.32,94.91
2026-04-19,LINE-B,Afternoon,1127,1006,0.94,7,98.25,0.62,112.03
2026-04-19,LINE-B,Night,913,1271,2.95,22,44.25,2.41,71.83
2026-04-19,LINE-C,Morning,1127,1123,0.56,16,92.01,1.42,100.36
2026-04-19,LINE-C,Afternoon,925,1052,0.92,31,75.21,3.35,87.93
2026-04-19,LINE-C,Night,939,1096,1.29,32,69.42,3.41,85.68
2026-04-19,LINE-D,Morning,1133,1068,0.21,37,99.93,3.27,106.09
2026-04-19,LINE-D,Afternoon,1117,1049,1.3,23,87.34,2.06,106.48
2026-04-19,LINE-D,Night,1013,1196,0.22,34,79.6,3.36,84.7
2026-04-20,LINE-A,Morning,846,1166,2.83,17,45.95,2.01,72.56
2026-04-20,LINE-A,Afternoon,883,1181,2.2,27,52.55,3.06,74.77
2026-04-20,LINE-A,Night,813,1214,1.26,33,54.13,4.06,66.97
2026-04-20,LINE-B,Morning,1047,1028,0.98,14,88.18,1.34,101.85
2026-04-20,LINE-B,Afternoon,1160,1056,0.03,33,106.32,2.84,109.85
2026-04-20,LINE-B,Night,1001,1016,0.31,9,93.85,0.9,98.52
2026-04-20,LINE-C,Morning,1117,1168,2.21,30,67.36,2.69,95.63
2026-04-20,LINE-C,Afternoon,1018,1176,1.19,7,73.17,0.69,86.56
2026-04-20,LINE-C,Night,1065,1097,1.45,20,77.99,1.88,97.08
2026-04-20,LINE-D,Morning,801,1123,1.65,42,53.65,5.24,71.33
2026-04-20,LINE-D,Afternoon,821,1153,1.81,43,52.21,5.24,71.21
2026-04-20,LINE-D,Night,1018,1156,2.78,24,56.1,2.36,88.06
2026-04-21,LINE-A,Morning,840,1147,1.8,24,55.13,2.86,73.23
2026-04-21,LINE-A,Afternoon,1166,1289,2.11,10,66.02,0.86,90.46
2026-04-21,LINE-A,Night,1006,1282,2.03,37,56.41,3.68,78.47
2026-04-21,LINE-B,Morning,1151,1047,1.75,40,82.89,3.48,109.93
2026-04-21,LINE-B,Afternoon,858,1257,2.6,5,45.81,0.58,68.26
2026-04-21,LINE-B,Night,882,1153,1.35,19,62.22,2.15,76.5
2026-04-21,LINE-C,Morning,1114,1149,2.82,25,61.37,2.24,96.95
2026-04-21,LINE-C,Afternoon,1178,1247,1.76,38,71.31,3.23,94.47
2026-04-21,LINE-C,Night,824,1283,1.88,49,46.21,5.95,64.22
2026-04-21,LINE-D,Morning,867,1006,0.76,40,74.4,4.61,86.18
2026-04-21,LINE-D,Afternoon,882,1137,1.2,49,62.27,5.56,77.57
2026-04-21,LINE-D,Night,845,1105,2.22,10,54.6,1.18,76.47
2026-04-22,LINE-A,Morning,975,1165,0.31,31,77.88,3.18,83.69
2026-04-22,LINE-A,Afternoon,853,1177,0.28,25,67.88,2.93,72.47
2026-04-22,LINE-A,Night,926,1270,2.45,13,49.88,1.4,72.91
2026-04-22,LINE-B,Morning,1047,1272,1.64,45,62.62,4.3,82.31
2026-04-22,LINE-B,Afternoon,969,1211,0.61,43,70.64,4.44,80.02
2026-04-22,LINE-B,Night,1168,1244,2.63,36,61.08,3.08,93.89
2026-04-22,LINE-C,Morning,846,1062,1.07,9,68.27,1.06,79.66
2026-04-22,LINE-C,Afternoon,1098,1289,0.19,7,82.62,0.64,85.18
2026-04-22,LINE-C,Night,1117,1160,2.02,22,70.56,1.97,96.29
2026-04-22,LINE-D,Morning,893,1137,2.65,23,51.17,2.58,78.54
2026-04-22,LINE-D,Afternoon,963,1076,2.36,7,62.64,0.73,89.5
2026-04-22,LINE-D,Night,1157,1090,1.56,46,82.05,3.98,106.15
2026-04-23,LINE-A,Morning,1008,1072,0.62,47,82.7,4.66,94.03
2026-04-23,LINE-A,Afternoon,1144,1294,0.81,32,77.24,2.8,88.41
2026-04-23,LINE-A,Night,1152,1181,2.58,22,64.82,1.91,97.54
2026-04-23,LINE-B,Morning,855,1186,1.36,47,56.54,5.5,72.09
2026-04-23,LINE-B,Afternoon,922,1187,2.5,44,50.85,4.77,77.67
2026-04-23,LINE-B,Night,913,1251,0.43,19,67.62,2.08,72.98
2026-04-23,LINE-C,Morning,891,1017,2.47,26,58.79,2.92,87.61
2026-04-23,LINE-C,Afternoon,938,1185,0.07,8,77.8,0.85,79.16
2026-04-23,LINE-C,Night,1013,1255,1.22,47,65.24,4.64,80.72
2026-04-23,LINE-D,Morning,1109,1087,2.78,19,65.43,1.71,102.02
2026-04-23,LINE-D,Afternoon,928,1002,1.23,5,77.94,0.54,92.61
2026-04-23,LINE-D,Night,901,1037,0.34,33,80.15,3.66,86.89
2026-04-24,LINE-A,Morning,932,1201,2.83,11,49.55,1.18,77.6
2026-04-24,LINE-A,Afternoon,908,1083,1.34,8,69.18,0.88,83.84
2026-04-24,LINE-A,Night,868,1128,0.93,31,65.58,3.57,76.95
2026-04-24,LINE-B,Morning,1111,1233,1.61,25,70.36,2.25,90.11
2026-04-24,LINE-B,Afternoon,860,1051,2.62,49,51.89,5.7,81.83
2026-04-24,LINE-B,Night,1110,1031,2.43,9,74.35,0.81,107.66
2026-04-24,LINE-C,Morning,835,1109,1.06,46,61.72,5.51,75.29
2026-04-24,LINE-C,Afternoon,1113,1294,0.7,25,76.72,2.25,86.01
2026-04-24,LINE-C,Night,1116,1136,0.23,49,91.22,4.39,98.24
2026-04-24,LINE-D,Morning,834,1038,0.58,9,73.72,1.08,80.35
2026-04-24,LINE-D,Afternoon,886,1075,2.58,7,55.4,0.79,82.42
2026-04-24,LINE-D,Night,1112,1213,0.89,41,78.47,3.69,91.67
2026-04-25,LINE-A,Morning,886,1140,2.17,27,54.91,3.05,77.72
2026-04-25,LINE-A,Afternoon,844,1246,0.01,6,67.18,0.71,67.74
2026-04-25,LINE-A,Night,933,1107,1.54,26,66.16,2.79,84.28
2026-04-25,LINE-B,Morning,1045,1288,1.04,47,67.41,4.5,81.13
2026-04-25,LINE-B,Afternoon,921,1137,1.9,40,59.08,4.34,81.0
2026-04-25,LINE-B,Night,961,1200,0.64,15,72.52,1.56,80.08
2026-04-25,LINE-C,Morning,1005,1166,0.17,23,82.43,2.29,86.19
2026-04-25,LINE-C,Afternoon,917,1151,1.85,13,60.38,1.42,79.67
2026-04-25,LINE-C,Night,974,1288,1.29,23,61.93,2.36,75.62
2026-04-25,LINE-D,Morning,994,1174,2.26,33,58.73,3.32,84.67
2026-04-25,LINE-D,Afternoon,1153,1140,2.61,38,65.9,3.3,101.14
2026-04-25,LINE-D,Night,892,1238,0.35,33,66.35,3.7,72.05
2026-04-26,LINE-A,Morning,1094,1127,2.94,21,60.22,1.92,97.07
2026-04-26,LINE-A,Afternoon,870,1268,1.18,7,58.02,0.8,68.61
2026-04-26,LINE-A,Night,806,1102,1.26,21,60.01,2.61,73.14
2026-04-26,LINE-B,Morning,970,1024,2.02,7,70.3,0.72,94.73
2026-04-26,LINE-B,Afternoon,1006,1028,1.89,36,72.07,3.58,97.86
2026-04-26,LINE-B,Night,1081,1143,0.03,32,91.43,2.96,94.58
2026-04-26,LINE-C,Morning,872,1119,2.26,33,53.8,3.78,77.93
2026-04-26,LINE-C,Afternoon,885,1117,2.37,18,54.63,2.03,79.23
2026-04-26,LINE-C,Night,1138,1146,2.56,49,64.61,4.31,99.3
2026-04-26,LINE-D,Morning,1070,1138,0.23,34,88.41,3.18,94.02
2026-04-26,LINE-D,Afternoon,856,1231,0.05,6,68.63,0.7,69.54
